"","budget","company","country","director","genre","gross","name","rating","released","runtime","score","star","votes","writer","year","actor_n","director_n","company_n","writer_n","country_n","success","success_diff","success_abs_diff"
"1434",0.888724817396611,"Touchstone Pictures","USA","Tony Scott","Action",0.85742554727109,"Enemy of the State","R","1998-11-20",0.298578199052133,0.743589743589744,"Will Smith",199848,"David Marconi",1998,20,14,94,1,3726,2.60101529086083,0.113835803681347,0.113835803681347
"1435",0.883442046129264,"Polygram Filmed Entertainment","USA","Vincent Ward","Drama",0.810632801417298,"What Dreams May Come","PG-13","1998-10-02",0.208530805687204,0.705128205128205,"Robin Williams",88728,"Richard Matheson",1998,22,1,11,2,3726,2.5157610065455,0.105504596289093,0.105504596289093
"1436",0.830626708276565,"Universal Pictures","USA","Steven Soderbergh","Crime",0.784494192076759,"Out of Sight","R","1998-06-26",0.255924170616114,0.705128205128205,"George Clooney",75099,"Elmore Leonard",1998,22,21,265,4,3726,2.48962239720496,0.0793659869485539,0.0793659869485539
"1437",0.74971296731615,"Film Office","USA","John Carpenter","Action",0.743067103160513,"Vampires","R","1998-10-30",0.184834123222749,0.58974358974359,"James Woods",45366,"John Steakley",1998,5,9,1,1,3726,2.3328106929041,0.153323513416924,0.153323513416924
"1438",0.858648193654375,"TriStar Pictures","USA","Martin Campbell","Action",0.84602408837213,"The Mask of Zorro","PG-13","1998-07-17",0.317535545023697,0.666666666666667,"Antonio Banderas",144796,"Johnston McCulley",1998,12,9,58,1,3726,2.5126907550388,0.179357421705464,0.179357421705464
"1439",0.801434525117547,"United Artists Corporation","USA","Randall Wallace","Action",0.81240117323497,"The Man in the Iron Mask","PG-13","1998-03-13",0.298578199052133,0.641025641025641,"Leonardo DiCaprio",134842,"Alexandre Dumas",1998,18,4,1,4,3726,2.45342681426061,0.171375532209329,0.171375532209329
"1440",0.773961547792657,"Twentieth Century Fox Film Corporation","USA","Andy Tennant","Comedy",0.821961379382496,"Ever After: A Cinderella Story","PG-13","1998-07-31",0.246445497630332,0.705128205128205,"Drew Barrymore",61035,"Susannah Grant",1998,11,6,174,5,3726,2.5270895845107,0.116833174254291,0.116833174254291
"1441",0.739975197013626,"Juno Pix","USA","Frank Coraci","Comedy",0.835355920992299,"The Wedding Singer","PG-13","1998-02-13",0.123222748815166,0.679487179487179,"Adam Sandler",116558,"Tim Herlihy",1998,27,7,2,6,3726,2.51484310047948,0.155868741505119,0.155868741505119
"1442",0.851250379617015,"Universal Pictures","USA","Gus Van Sant","Horror",0.74697213526569,"Psycho","R","1998-12-04",0.170616113744076,0.397435897435897,"Vince Vaughn",39983,"Robert Bloch",1998,9,12,265,1,3726,2.14440803270159,0.349536237829793,0.349536237829793
"1443",0.734692425746278,"Dimension Films","USA","Steve Miner","Horror",0.810095314528753,"Halloween H20: 20 Years Later","R","1998-08-05",0.0805687203791469,0.538461538461538,"Jamie Lee Curtis",52529,"Debra Hill",1998,5,4,50,3,3726,2.34855685299029,0.271633776067214,0.271633776067214
"1444",0.865497499638814,"Caravan Pictures","USA","Ivan Reitman","Action",0.830224804423616,"Six Days Seven Nights","PG-13","1998-06-12",0.137440758293839,0.551282051282051,"Harrison Ford",64070,"Michael Browning",1998,20,11,12,1,3726,2.38150685570567,0.278942753141565,0.278942753141565
"1445",0.723124430574478,"Metro-Goldwyn-Mayer (MGM)","Australia","David Nutter","Horror",0.732975733640742,"Perturbados","R","1998-07-24",0.0710900473933649,0.512820512820513,"James Marsden",18255,"Scott Rosenberg",1998,4,1,79,3,36,2.24579624646125,0.220155220820229,0.220155220820229
"1446",0.922711168175643,"Centropolis Film Productions","USA","Roland Emmerich","Action",0.870859287860382,"Godzilla","PG-13","1998-05-20",0.33175355450237,0.487179487179487,"Matthew Broderick",160038,"Dean Devlin",1998,9,11,1,3,3726,2.35803877503987,0.383679800680895,0.383679800680895
"1447",0.813775941837418,"New Line Cinema","USA","Gary Ross","Comedy",0.789651632079826,"Pleasantville","PG-13","1998-10-23",0.260663507109005,0.769230769230769,"Tobey Maguire",108475,"Gary Ross",1998,8,4,145,4,3726,2.55888240131059,0.0204208628490564,0.0204208628490564
"1448",0.787187405095746,"Twentieth Century Fox Film Corporation","USA","Forest Whitaker","Drama",0.815933971049649,"Hope Floats","PG-13","1998-05-29",0.213270142180095,0.564102564102564,"Sandra Bullock",20726,"Steven Rogers",1998,19,3,174,3,3726,2.38003653515221,0.251831406947085,0.251831406947085
"1449",0.851250379617015,"Warner Bros.","UK","Paul W.S. Anderson","Action",0.721028801716341,"Soldier","R","1998-10-23",0.14218009478673,0.576923076923077,"Kurt Russell",46241,"David Webb Peoples",1998,15,11,257,3,366,2.29795187863942,0.144105724793264,0.144105724793264
"1450",0.813775941837418,"Universal Pictures","USA","Joe Dante","Action",0.809656627618505,"Small Soldiers","PG-13","1998-07-10",0.184834123222749,0.58974358974359,"Kirsten Dunst",81216,"Gavin Scott",1998,12,4,265,1,3726,2.39940021736209,0.219913037874915,0.219913037874915
"1451",0.702500759234029,"Miramax","USA","John Dahl","Crime",0.751352469772711,"Rounders","R","1998-09-11",0.246445497630332,0.756410256410256,"Matt Damon",128159,"David Levien",1998,22,7,64,2,3726,2.50776272618297,-0.00505778663754497,0.00505778663754497
"1452",0.685649992794882,"Columbia Pictures Corporation","USA","Harry Elfont","Comedy",0.758117502399037,"Can't Hardly Wait","PG-13","1998-06-12",0.146919431279621,0.641025641025641,"Jennifer Love Hewitt",39581,"Deborah Kaplan",1998,3,2,137,4,3726,2.39914314342468,0.117091861373396,0.117091861373396
"1453",0.851250379617015,"Warner Bros.","USA","Stuart Baird","Action",0.812634236665107,"U.S. Marshals","PG-13","1998-03-06",0.293838862559242,0.641025641025641,"Tommy Lee Jones",82606,"Roy Huggins",1998,11,3,257,2,3726,2.45365987769075,0.171608595639467,0.171608595639467
"1454",0,"Next Wave Films","UK","Christopher Nolan","Crime",0.338745639905893,"Following","R","1999-11-05",0,0.782051282051282,"Jeremy Theobald",72113,"Christopher Nolan",1998,1,9,1,3,366,2.12079692195717,-0.443305642145389,0.443305642145389
"1455",0.787187405095746,"PolyGram Filmed Entertainment","UK","Shekhar Kapur","Biography",0.769615441096783,"Elizabeth","R","1999-02-19",0.260663507109005,0.769230769230769,"Cate Blanchett",80195,"Michael Hirst",1998,11,3,10,1,366,2.53884621032755,0.000384671866013986,0.000384671866013986
"1456",0.770336638656599,"Art Linson Productions","USA","Alfonso Cuarón","Drama",0.760695496220955,"Great Expectations","R","1998-01-30",0.199052132701422,0.679487179487179,"Ethan Hawke",45205,"Charles Dickens",1998,15,6,1,3,3726,2.44018267570813,0.0812083167337757,0.0812083167337757
"1457",0.665026321454432,"Robert Simonds Productions","USA","Tamra Davis","Comedy",0.732464462147454,"Half Baked","R","1998-01-16",0.0616113744075829,0.666666666666667,"Dave Chappelle",50868,"Dave Chappelle",1998,1,4,3,1,3726,2.39913112881412,0.0657977954807871,0.0657977954807871
"1458",0.716747879255829,"Phoenix Pictures","USA","Jamie Blanks","Horror",0.78539757864757,"Urban Legend","R","1998-09-25",0.14218009478673,0.512820512820513,"Jared Leto",50594,"Silvio Horta",1998,3,2,7,2,3726,2.29821809146808,0.272577065827057,0.272577065827057
"1459",0.848117085127558,"Paramount Pictures","USA","Jonathan Frakes","Action",0.826315742565376,"Star Trek: Insurrection","PG","1998-12-11",0.161137440758294,0.628205128205128,"Patrick Stewart",60249,"Gene Roddenberry",1998,9,4,222,7,3726,2.4545208707705,0.198110614360248,0.198110614360248
"1460",0.780810853777097,"Universal Pictures","USA","John Landis","Action",0.718266881344363,"Blues Brothers 2000","PG-13","1998-02-06",0.255924170616114,0.423076923076923,"Dan Aykroyd",27480,"Dan Aykroyd",1998,6,7,265,3,3726,2.14134380442129,0.29518995826744,0.29518995826744
"1461",0.734692425746278,"Broadway Pictures","USA","John Fortenberry","Comedy",0.770152843084248,"A Night at the Roxbury","PG-13","1998-10-02",0.0616113744075829,0.602564102564103,"Chris Kattan",50769,"Steve Koren",1998,2,1,3,5,3726,2.37271694564835,0.167588740520146,0.167588740520146
"1462",0.834399613177867,"TriStar Pictures","USA","Chris Columbus","Comedy",0.843884026538088,"Stepmom","PG-13","1998-12-25",0.260663507109005,0.666666666666667,"Julia Roberts",50401,"Gigi Levangie",1998,13,12,58,1,3726,2.51055069320475,0.177217359871421,0.177217359871421
"1463",0.929560474160083,"Warner Bros.","USA","Richard Donner","Action",0.867910137817658,"Lethal Weapon 4","R","1998-07-10",0.274881516587678,0.653846153846154,"Mel Gibson",135019,"Shane Black",1998,20,11,257,6,3726,2.52175629166381,0.214063983971505,0.214063983971505
"1464",0.888724817396611,"Universal Pictures","USA","Tom Shadyac","Biography",0.870223475791038,"Patch Adams","PG-13","1998-12-25",0.218009478672986,0.666666666666667,"Robin Williams",86765,"Patch Adams",1998,22,7,265,1,3726,2.5368901424577,0.203556809124371,0.203556809124371
"1465",0.851250379617015,"Warner Bros.","USA","Jeremiah S. Chechik","Action",0.75256176668691,"The Avengers","PG-13","1998-08-14",0.0947867298578199,0.282051282051282,"Ralph Fiennes",36811,"Sydney Newman",1998,9,3,257,1,3726,2.03461304873819,0.470510484635628,0.470510484635628
"1466",0.867457078392951,"Twentieth Century Fox Film Corporation","USA","Betty Thomas","Comedy",0.874607290707144,"Doctor Dolittle","PG-13","1998-06-26",0.0758293838862559,0.487179487179487,"Eddie Murphy",79986,"Hugh Lofting",1998,25,7,174,2,3726,2.36178677788663,0.387427803527657,0.387427803527657
"1467",0.902971937418411,"DreamWorks","USA","Eric Darnell","Animation",0.843604216770243,"Antz","PG","1998-10-02",0.0663507109004739,0.653846153846154,"Woody Allen",131396,"Todd Alcott",1998,11,5,74,1,3726,2.4974503706164,0.189758062924089,0.189758062924089
"1468",0.869375970897278,"Paramount Pictures","USA","Brian De Palma","Crime",0.810753870195652,"Snake Eyes","R","1998-08-07",0.137440758293839,0.576923076923077,"Nicolas Cage",67384,"Brian De Palma",1998,38,12,222,4,3726,2.38767694711873,0.233830793272575,0.233830793272575
"1469",0.834399613177867,"Regency Enterprises","Germany","F. Gary Gray","Action",0.795826102898311,"El mediador","R","1998-07-29",0.336492890995261,0.743589743589744,"Samuel L. Jackson",113865,"James DeMonaco",1998,13,8,31,5,93,2.53941584648805,0.0522363593085677,0.0522363593085677
"1470",0.766563733755297,"Columbia Pictures","USA","Danny Cannon","Horror",0.788710364396494,"I Still Know What You Did Last Summer","R","1998-11-13",0.146919431279621,0.397435897435897,"Jennifer Love Hewitt",58906,"Lois Duncan",1998,3,3,108,2,3726,2.18614626183239,0.391274466960596,0.391274466960596
"1471",0.860059264355591,"Twentieth Century Fox Film Corporation","USA","Rob Bowman","Drama",0.838338402164815,"The X Files","PG-13","1998-06-19",0.246445497630332,0.705128205128205,"David Duchovny",90546,"Chris Carter",1998,6,4,174,1,3726,2.54346660729302,0.13321019703661,0.13321019703661
"1472",0.716747879255829,"Phoenix Pictures","USA","Bryan Singer","Crime",0.687550102610228,"Apt Pupil","R","1998-10-23",0.199052132701422,0.666666666666667,"Ian McKellen",30742,"Stephen King",1998,5,9,7,20,3726,2.35421676927689,0.0208834359435615,0.0208834359435615
"1473",0.574374810191493,"Good Machine","USA","Todd Solondz","Comedy",0.610702494891899,"Happiness","UNRATED","1998-10-16",0.308056872037915,0.807692307692308,"Jane Adams",58551,"Todd Solondz",1998,1,2,5,2,3726,2.41839480258421,-0.196989812800409,0.196989812800409
"1474",0.843208497916444,"Atlas Entertainment","Germany","Brad Silberling","Drama",0.834039996759854,"Un ángel enamorado","PG-13","1998-04-10",0.213270142180095,0.666666666666667,"Nicolas Cage",100012,"Wim Wenders",1998,38,5,4,2,93,2.50070666342652,0.167373330093188,0.167373330093188
"1475",0.709898573271389,"Dollface","USA","Mark Christopher","Drama",0.729676331928941,"54","R","1998-08-28",0.113744075829384,0.551282051282051,"Ryan Phillippe",28791,"Mark Christopher",1998,5,1,1,1,3726,2.28095838321099,0.17839428064689,0.17839428064689
"1476",0.510311835670225,"Cinépix Film Properties (CFP)","USA","Vincent Gallo","Comedy",0.599498297978753,"Buffalo '66","R","1998-06-26",0.194312796208531,0.769230769230769,"Vincent Gallo",39256,"Vincent Gallo",1998,3,2,1,2,3726,2.36872906720952,-0.169732471252016,0.169732471252016
"1477",0.851250379617015,"Warner Bros.","USA","Andrew Davis","Crime",0.823903732642222,"A Perfect Murder","R","1998-06-05",0.180094786729858,0.641025641025641,"Michael Douglas",68263,"Frederick Knott",1998,15,9,257,1,3726,2.46492937366786,0.182878091616581,0.182878091616581
"1478",0.675912222492357,"Intermedia Films","UK","Peter Howitt","Comedy",0.707382183236447,"Sliding Doors","PG-13","1998-05-01",0.14218009478673,0.679487179487179,"Gwyneth Paltrow",55546,"Peter Howitt",1998,7,4,1,1,366,2.38686936272363,0.0278950037492675,0.0278950037492675
"1479",0.877838916358686,"Warner Bros.","USA","Barry Levinson","Drama",0.783519804939277,"Sphere","PG-13","1998-02-13",0.308056872037915,0.576923076923077,"Dustin Hoffman",87413,"Michael Crichton",1998,7,15,257,10,3726,2.36044288186235,0.2065967280162,0.2065967280162
"1480",0.865497499638814,"Twentieth Century Fox Film Corporation","USA","Edward Zwick","Action",0.790330744101436,"The Siege","R","1998-11-06",0.222748815165877,0.615384615384615,"Denzel Washington",61043,"Lawrence Wright",1998,31,10,174,1,3726,2.40571535948605,0.174946128716821,0.174946128716821
"1481",0.685649992794882,"Rhombus Media","Canada","François Girard","Drama",0.692194765723036,"The Red Violin","R","1999-06-11",0.289099526066351,0.794871794871795,"Carlo Cecchi",28172,"Don McKellar",1998,1,2,4,1,79,2.48706656059483,-0.102677029148759,0.102677029148759
"1482",0.851250379617015,"Touchstone Pictures","USA","Robert Redford","Drama",0.831167889961943,"The Horse Whisperer","PG-13","1998-05-15",0.478672985781991,0.653846153846154,"Robert Redford",34250,"Nick Evans",1998,11,7,94,1,3726,2.4850140438081,0.177321736115789,0.177321736115789
"1483",0.665026321454432,"Regency Enterprises","USA","Marshall Herskovitz","Biography",0.642775396885955,"Dangerous Beauty","R","1998-02-20",0.199052132701422,0.743589743589744,"Catherine McCormack",13477,"Margaret Rosenthal",1998,2,1,31,1,3726,2.3863651404757,-0.100814346703789,0.100814346703789
"1484",0.675912222492357,"Sciarlò","Italy","Giuseppe Tornatore","Drama",0.451052691465472,"The Legend of 1900","R","2000-01-21",0.454976303317536,0.846153846153846,"Tim Roth",45151,"Alessandro Baricco",1998,4,2,1,2,13,2.29720653761932,-0.395101154688374,0.395101154688374
"1485",0.787187405095746,"Columbia Pictures Corporation","USA","Antoine Fuqua","Action",0.738711910806524,"The Replacement Killers","R","1998-02-06",0.0853080568720379,0.58974358974359,"Yun-Fat Chow",24291,"Ken Sanzel",1998,5,11,137,1,3726,2.32845550055011,0.148968321062934,0.148968321062934
"1486",0.766563733755297,"Paramount Pictures","USA","Igor Kovalyov","Animation",0.850432564891857,"The Rugrats Movie","G","1998-11-20",0.0473933649289099,0.564102564102564,"Elizabeth Daily",15183,"David N. Weiss",1998,1,1,222,1,3726,2.41453512899442,0.286330000789293,0.286330000789293
"1487",0.787187405095746,"Twentieth Century Fox Film Corporation","USA","Warren Beatty","Comedy",0.761184259901392,"Bulworth","R","1998-05-22",0.184834123222749,0.679487179487179,"Warren Beatty",22893,"Warren Beatty",1998,6,3,174,2,3726,2.44067143938857,0.081697080414213,0.081697080414213
"1488",0.497085978367136,"Nimbus Film Productions","Denmark","Thomas Vinterberg","Drama",0.5750010252397,"The Celebration","R","1998-06-19",0.170616113744076,0.846153846153846,"Ulrich Thomsen",69371,"Thomas Vinterberg",1998,1,2,1,1,10,2.42115487139355,-0.271152820914146,0.271152820914146
"1489",0.685649992794882,"Initial Entertainment Group (IEG)","USA","Peter Berg","Comedy",0.694478142245126,"Very Bad Things","R","1998-11-25",0.146919431279621,0.615384615384615,"Christian Slater",41062,"Peter Berg",1998,6,9,3,4,3726,2.30986275762974,0.0790935268605104,0.0790935268605104
"1490",0.883442046129264,"Warner Bros.","USA","Troy Miller","Comedy",0.778882990558766,"Jack Frost","PG","1998-12-11",0.151658767772512,0.487179487179487,"Michael Keaton",26466,"Mark Steven Johnson",1998,14,2,257,6,3726,2.26606247773825,0.291703503379278,0.291703503379278
"1491",0.61184924797109,"New Line Cinema","USA","Ice Cube","Comedy",0.751719210246597,"The Players Club","R","1998-04-08",0.165876777251185,0.538461538461538,"LisaRaye McCoy",4688,"Ice Cube",1998,1,1,145,4,3726,2.29018074870813,0.213257671785058,0.213257671785058
"1492",0.770336638656599,"Touchstone Pictures","USA","Spike Lee","Drama",0.74727889073208,"He Got Game","R","1998-05-01",0.317535545023697,0.692307692307692,"Denzel Washington",38487,"Spike Lee",1998,31,17,94,8,3726,2.43958658303977,0.0549711984243879,0.0549711984243879
"1493",0.709898573271389,"Metro-Goldwyn-Mayer (MGM)","Canada","Bob Saget","Comedy",0.695656495649561,"Dirty Work","PG-13","1998-06-12",0.0616113744075829,0.628205128205128,"Norm MacDonald",20926,"Frank Sebastiano",1998,2,1,79,1,79,2.32386162385469,0.0674513674444331,0.0674513674444331
"1494",0.824661842875343,"Calimari Productions","USA","Stephen Sommers","Action",0.703431191661213,"Deep Rising","R","1998-01-30",0.175355450236967,0.576923076923077,"Treat Williams",28083,"Stephen Sommers",1998,2,7,1,6,3726,2.28035426858429,0.126508114738136,0.126508114738136
"1495",0.734692425746278,"British Broadcasting Corporation (BBC)","UK","Sam Raimi","Crime",0.72860475088752,"A Simple Plan","R","1999-01-22",0.246445497630332,0.769230769230769,"Bill Paxton",54106,"Scott B. Smith",1998,5,12,10,2,366,2.49783552011829,-0.0406260183432489,0.0406260183432489
"1496",0.557524043752346,"Zentropa Entertainments","Denmark","Lars von Trier","Comedy",0.211286545597655,"Los idiotas","R","1998-05-21",0.227488151658768,0.692307692307692,"Bodil Jørgensen",25714,"Lars von Trier",1998,1,5,5,5,10,1.90359423790535,-0.481021146710038,0.481021146710038
"1497",0.787187405095746,"Monarch Pictures","USA","Carl Franklin","Drama",0.752340211163532,"One True Thing","R","1998-09-18",0.274881516587678,0.705128205128205,"Meryl Streep",9970,"Anna Quindlen",1998,18,4,1,1,3726,2.45746841629174,0.0472120060353265,0.0472120060353265
"1498",0.709898573271389,"TriStar Pictures","USA","Kirk Wong","Action",0.762500752746254,"The Big Hit","R","1998-04-24",0.104265402843602,0.58974358974359,"Mark Wahlberg",25792,"Ben Ramsey",1998,22,1,58,2,3726,2.35224434248984,0.172757163002664,0.172757163002664
"1499",0.813775941837418,"Warner Bros.","USA","Frederik Du Chau","Animation",0.750800508380528,"The Magic Sword: Quest for Camelot","G","1998-05-15",0.0805687203791469,0.602564102564103,"Jessalyn Gilsig",12174,"Vera Chapman",1998,1,2,257,1,3726,2.35336461094463,0.148236405816425,0.148236405816425
"1500",0.787187405095746,"Hollywood Pictures","USA","Mark Steven Johnson","Comedy",0.736137713056462,"Simon Birch","PG","1998-09-11",0.213270142180095,0.692307692307692,"Ian Michael Smith",19073,"Mark Steven Johnson",1998,1,4,34,6,3726,2.42844540536415,0.0438300207487698,0.0438300207487698
"1501",0.888724817396611,"RKO Pictures","USA","Ron Underwood","Action",0.804499998329424,"Mighty Joe Young","PG","1998-12-25",0.213270142180095,0.525641025641026,"Bill Paxton",24374,"Merian C. Cooper",1998,5,4,1,1,3726,2.33014102397045,0.278858972688399,0.278858972688399
"1502",0.777449634793222,"Twentieth Century Fox Film Corporation","USA","Richard Linklater","Action",0.697786495635566,"The Newton Boys","PG-13","1998-03-27",0.251184834123223,0.576923076923077,"Matthew McConaughey",8995,"Claude Stanush",1998,21,14,174,1,3726,2.27470957255864,0.120863418712489,0.120863418712489
"1503",0.536900372411896,"ShadowCatcher Entertainment","Canada","Chris Eyre","Comedy",0.669178773722807,"Smoke Signals","PG-13","1998-06-26",0.0947867298578199,0.730769230769231,"Adam Beach",8559,"Sherman Alexie",1998,2,1,1,1,79,2.39994800449204,-0.0615904570464234,0.0615904570464234
"1504",0.574374810191493,"Big Dog Films","Jamaica","Hype Williams","Crime",0.693294622505573,"Belly","R","1998-11-04",0.127962085308057,0.576923076923077,"Nas",7666,"Anthony Bodden",1998,1,1,1,1,1,2.27021769942865,0.116371545582496,0.116371545582496
"1505",0.702500759234029,"Sweetland Films","USA","Woody Allen","Comedy",0.649810081073279,"Celebrity","R","1998-11-20",0.208530805687204,0.615384615384615,"Kenneth Branagh",21644,"Woody Allen",1998,6,30,4,29,3726,2.26519469645789,0.0344254656886637,0.0344254656886637
"1506",0.621587018273614,"Rysher Entertainment","USA","Don Roos","Comedy",0.660254197633693,"The Opposite of Sex","R","1998-05-22",0.170616113744076,0.641025641025641,"Christina Ricci",18791,"Don Roos",1998,5,2,3,4,3726,2.30127983865933,0.0192285566080519,0.0192285566080519
"1507",0.871874050957464,"Touchstone Pictures","USA","Steven Zaillian","Drama",0.812087583562718,"A Civil Action","PG-13","1999-01-08",0.218009478672986,0.641025641025641,"John Travolta",24412,"Jonathan Harr",1998,20,2,94,1,3726,2.45311322458836,0.171061942537077,0.171061942537077
"1508",0.787187405095746,"Oriental Light and Magic (OLM)","Japan","Kunihiko Yuyama","Animation",0.839796966205757,"Pokémon: The First Movie - Mewtwo Strikes Back","G","1999-11-10",0.127962085308057,0.576923076923077,"Veronica Taylor",32118,"Satoshi Tajiri",1998,1,2,1,2,28,2.41672004312883,0.26287388928268,0.26287388928268
"1509",0.723124430574478,"Twentieth Century Fox Film Corporation","USA","Nicholas Hytner","Comedy",0.767405612915582,"The Object of My Affection","R","1998-04-17",0.199052132701422,0.576923076923077,"Jennifer Aniston",16506,"Stephen McCauley",1998,13,4,174,1,3726,2.34432868983866,0.190482535992505,0.190482535992505
"1510",0.865497499638814,"British Broadcasting Corporation (BBC) Television","USA","Mikael Salomon","Action",0.741655747508134,"Hard Rain","R","1998-01-16",0.132701421800948,0.551282051282051,"Morgan Freeman",28397,"Graham Yost",1998,11,1,1,4,3726,2.29293779879018,0.190373696226083,0.190373696226083
"1511",0.588621930213293,"Lions Gate Films","USA","Bill Condon","Biography",0.66581217965728,"Gods and Monsters","R","1998-11-04",0.170616113744076,0.769230769230769,"Ian McKellen",26050,"Christopher Bram",1998,5,8,18,1,3726,2.43504294888805,-0.103418589573489,0.103418589573489
"1512",0.621587018273614,"Fox Searchlight Pictures","USA","Tamara Jenkins","Comedy",0.655521970275457,"Slums of Beverly Hills","R","1998-09-11",0.104265402843602,0.653846153846154,"Natasha Lyonne",10079,"Tamara Jenkins",1998,2,1,41,1,3726,2.30936812412161,0.00167581642930359,0.00167581642930359
"1513",0.638437784712761,"Polar Entertainment","USA","John Waters","Comedy",0.596812058108125,"Pecker","R","1998-10-09",0.0853080568720379,0.628205128205128,"Edward Furlong",12098,"John Waters",1998,3,6,1,6,3726,2.22501718631325,-0.0313930700970032,0.0313930700970032
"1514",0.716747879255829,"Hyperion Pictures","UK","Willard Carroll","Comedy",0.63368698075711,"Playing by Heart","R","1999-01-22",0.246445497630332,0.730769230769231,"Gillian Anderson",17129,"Willard Carroll",1998,2,1,1,1,366,2.36445621152634,-0.0970822500121211,0.0970822500121211
"1515",0.74971296731615,"Twentieth Century Fox Film Corporation","USA","Kevin Rodney Sullivan","Comedy",0.784689735148213,"How Stella Got Her Groove Back","R","1998-08-14",0.260663507109005,0.525641025641026,"Angela Bassett",5794,"Terry McMillan",1998,2,3,174,2,3726,2.31033076078924,0.259048709507188,0.259048709507188
"1516",0.877838916358686,"Harpo Films","USA","Jonathan Demme","Drama",0.751196705602433,"Beloved","R","1998-10-16",0.488151658767773,0.564102564102564,"Oprah Winfrey",6354,"Toni Morrison",1998,1,7,2,1,3726,2.315299269705,0.187094141499869,0.187094141499869
"1517",0.574374810191493,"Tomboy Films","UK","Kirk Jones","Comedy",0.75664628934009,"Waking Ned Devine","PG","1999-01-08",0.104265402843602,0.743589743589744,"Ian Bannen",22433,"Kirk Jones",1998,1,5,1,2,366,2.50023603292983,0.0130565457503463,0.0130565457503463
"1518",0.858648193654375,"Award Entertainment","France","Mike Nichols","Comedy",0.786952092231429,"Escándalo","R","1998-03-20",0.350710900473934,0.666666666666667,"John Travolta",24802,"Joe Klein",1998,20,11,1,1,108,2.4536187588981,0.120285425564762,0.120285425564762
"1519",0.834399613177867,"Mandalay Entertainment","USA","Barbet Schroeder","Action",0.717430280065355,"Desperate Measures","R","1998-01-30",0.146919431279621,0.58974358974359,"Michael Keaton",14476,"David Klass",1998,14,6,6,1,3726,2.30717386980894,0.127686690321766,0.127686690321766
"1520",0.787187405095746,"Turner Pictures (I)","USA","Christopher Guest","Adventure",0.662863584728908,"Almost Heroes","PG-13","1998-05-29",0.0995260663507109,0.551282051282051,"Chris Farley",13764,"Mark Nutter",1998,1,4,3,1,3726,2.21414563601096,0.111581533446857,0.111581533446857
"1521",0.685649992794882,"Tapestry Films","USA","Jim Abrahams","Comedy",0.741868542708469,"Mafia!","PG-13","1998-07-24",0.0853080568720379,0.512820512820513,"Jay Mohr",13168,"Jim Abrahams",1998,1,3,2,4,3726,2.25468905552898,0.229048029887957,0.229048029887957
"1522",0.877838916358686,"Kennedy Miller Productions","Australia","George Miller","Adventure",0.736383857419976,"Babe el puerquito va a la ciudad","G","1998-11-25",0.132701421800948,0.551282051282051,"Magda Szubanski",26946,"George Miller",1998,1,7,1,5,36,2.28766590870203,0.185101806137925,0.185101806137925
"1523",0.739975197013626,"Morgan Creek Productions","USA","John Warren","Comedy",0.626450608864379,"Major League: Back to the Minors","PG-13","1998-04-17",0.146919431279621,0.384615384615385,"Scott Bakula",6102,"David S. Ward",1998,4,1,27,3,3726,2.01106599347976,0.241835224248994,0.241835224248994
"1524",0.665026321454432,"Castle Rock Entertainment","USA","Whit Stillman","Comedy",0.614864361105377,"The Last Days of Disco","R","1998-06-12",0.208530805687204,0.653846153846154,"Chloë Sevigny",10509,"Whit Stillman",1998,1,4,44,4,3726,2.26871051495153,-0.0389817927407765,0.0389817927407765
"1525",0.716747879255829,"Paramount Pictures","USA","Alan Cohn","Comedy",0.723267760537736,"Dead Man on Campus","R","1998-08-21",0.127962085308057,0.58974358974359,"Tom Everett Scott",12255,"Anthony Abrams",1998,2,1,222,1,3726,2.31301135028133,0.133524170794146,0.133524170794146
"1526",0.770336638656599,"Enchanter Entertainment","USA","Robert Altman","Thriller",0.570231726055776,"The Gingerbread Man","R","1998-01-23",0.213270142180095,0.538461538461538,"Kenneth Branagh",9583,"John Grisham",1998,6,8,1,9,3726,2.10869326451731,0.0317701875942373,0.0317701875942373
"1527",0.74971296731615,"Cinehaus","USA","Robert Benton","Crime",0.723124524241136,"Twilight","R","1998-03-06",0.118483412322275,0.602564102564103,"Paul Newman",8769,"Robert Benton",1998,4,5,1,2,3726,2.32568862680524,0.120560421677033,0.120560421677033
"1528",0.770336638656599,"Cruise/Wagner Productions","USA","Robert Towne","Biography",0.524667680426832,"Without Limits","PG-13","1998-09-11",0.227488151658768,0.730769230769231,"Billy Crudup",6061,"Robert Towne",1998,5,2,2,4,3726,2.25543691119606,-0.206101550342399,0.206101550342399
"1529",0.61184924797109,"Chinese Bookie Pictures","USA","Larry Clark","Crime",0.543207109050967,"Another Day in Paradise","R","1999",0.151658767772512,0.641025641025641,"James Woods",7508,"Eddie Little",1998,5,2,1,1,3726,2.18423275007661,-0.0978185319746735,0.0978185319746735
"1530",0.481646282629205,"Shooting Gallery","USA","John Pieplow","Horror",0.510708842520557,"Strangeland","R","1998-10-02",0.0758293838862559,0.448717948717949,"Kevin Gage",5935,"Dee Snider",1998,1,1,1,1,3726,1.95942679123851,0.0619908938026088,0.0619908938026088
